video_id,video_url,ranking,query,sort_by_filter,label
0-gDyawB6AM,https://www.youtube.com/watch?v=0-gDyawB6AM,5,kratom tea,relevance,0
hfRnJSOx9kk,https://www.youtube.com/watch?v=hfRnJSOx9kk,10,kratom benefits,rating,0
odr8uCpwsk8,https://www.youtube.com/watch?v=odr8uCpwsk8,6,kratom psychosis,relevance,0
kYBExg0YYg8,https://www.youtube.com/watch?v=kYBExg0YYg8,2,narcan,relevance,0
YfOPWrzIJj0,https://www.youtube.com/watch?v=YfOPWrzIJj0,10,narcan,viewCount,0
9JEdpnQzcAA,https://www.youtube.com/watch?v=9JEdpnQzcAA,4,narcan,date,0
nurz9qPGKws,https://www.youtube.com/watch?v=nurz9qPGKws,1,narcan training,relevance,-1
lIvh64Yx1Dg,https://www.youtube.com/watch?v=lIvh64Yx1Dg,5,narcan training,date,0
r1TxrgZOwEY,https://www.youtube.com/watch?v=r1TxrgZOwEY,7,narcan training,rating,-1
y_-mlGtHQQY,https://www.youtube.com/watch?v=y_-mlGtHQQY,3,narcan video,date,0
IaPYJfeY3D8,https://www.youtube.com/watch?v=IaPYJfeY3D8,4,narcan video,rating,-1
Du0QmSzO_hE,https://www.youtube.com/watch?v=Du0QmSzO_hE,3,suboxone high,viewCount,1
shK9f1id_2s,https://www.youtube.com/watch?v=shK9f1id_2s,5,suboxone high,viewCount,1
-br0eexxhqE,https://www.youtube.com/watch?v=-br0eexxhqE,2,suboxone high,date,0
9Qu-UPwOjmA,https://www.youtube.com/watch?v=9Qu-UPwOjmA,5,suboxone high,date,-1
HDR3rL3w_KU,https://www.youtube.com/watch?v=HDR3rL3w_KU,7,suboxone high,date,-1
dDlE8QwoJ5U,https://www.youtube.com/watch?v=dDlE8QwoJ5U,9,suboxone taper,relevance,-1
LWuPZ31jQSg,https://www.youtube.com/watch?v=LWuPZ31jQSg,2,suboxone taper,date,0
TP0ToVYXQ-k,https://www.youtube.com/watch?v=TP0ToVYXQ-k,1,suboxone taper,rating,-1
0Algm7Gr880,https://www.youtube.com/watch?v=0Algm7Gr880,3,suboxone taper,rating,-1
bk2o9c1ples,https://www.youtube.com/watch?v=bk2o9c1ples,7,suboxone taper,rating,1
HINrN1YlWC0,https://www.youtube.com/watch?v=HINrN1YlWC0,3,what is suboxone,relevance,1
uDliEH4eg_M,https://www.youtube.com/watch?v=uDliEH4eg_M,2,what is suboxone,date,0
Bjf2dKgLANE,https://www.youtube.com/watch?v=Bjf2dKgLANE,8,what is suboxone,date,-1
LWAT9035cL4,https://www.youtube.com/watch?v=LWAT9035cL4,8,suboxone film,relevance,-1
0RkpSTlvvj0,https://www.youtube.com/watch?v=0RkpSTlvvj0,4,suboxone film,rating,1
7A-eW3Nb4IQ,https://www.youtube.com/watch?v=7A-eW3Nb4IQ,2,methadone,viewCount,1
drOwU2wYlLw,https://www.youtube.com/watch?v=drOwU2wYlLw,2,methadone,rating,0
yg0OInSkxXg,https://www.youtube.com/watch?v=yg0OInSkxXg,8,methadone clinic,viewCount,1
UTh0l-EQbIE,https://www.youtube.com/watch?v=UTh0l-EQbIE,10,methadone clinic,viewCount,1
ekeWK3WYMIA,https://www.youtube.com/watch?v=ekeWK3WYMIA,1,methadone clinic,date,1
wKz6vziF_zA,https://www.youtube.com/watch?v=wKz6vziF_zA,5,methadone clinic,date,1
9NjbGJFrAic,https://www.youtube.com/watch?v=9NjbGJFrAic,6,methadone clinic,date,0
7moH8Ebzxa4,https://www.youtube.com/watch?v=7moH8Ebzxa4,2,methadone clinic,rating,0
ACE1qBSmfdA,https://www.youtube.com/watch?v=ACE1qBSmfdA,7,methadone withdrawal,rating,1
bMitni3tC-c,https://www.youtube.com/watch?v=bMitni3tC-c,10,methadone detox,relevance,1
04wt2bCCjLo,https://www.youtube.com/watch?v=04wt2bCCjLo,4,methadone detox,date,0
NbB3HrANJMg,https://www.youtube.com/watch?v=NbB3HrANJMg,7,methadone detox,rating,1
srnYdN_dDiI,https://www.youtube.com/watch?v=srnYdN_dDiI,7,what is methadone,date,0
MckhHpdPfu0,https://www.youtube.com/watch?v=MckhHpdPfu0,1,what is methadone,rating,-1
8EQrRZju5x4,https://www.youtube.com/watch?v=8EQrRZju5x4,2,what is methadone,rating,-1
SHv6ogdu7gg,https://www.youtube.com/watch?v=SHv6ogdu7gg,10,methadone high,date,0
9yMLmqC5gr4,https://www.youtube.com/watch?v=9yMLmqC5gr4,4,methadone high,rating,-1
jdOZilYshX8,https://www.youtube.com/watch?v=jdOZilYshX8,3,methadone clinic experience,date,1
6jiGihvwmnQ,https://www.youtube.com/watch?v=6jiGihvwmnQ,5,methadone nursing,relevance,0
yG4Cu6SChyc,https://www.youtube.com/watch?v=yG4Cu6SChyc,1,methadone nursing,date,0
